"Cod Cliente","Cliente","UF","Cidade","Região"
"00017202","Kauan Araujo Cardoso","SP ","SAO PAULO ","SU"
"00017212","Kaua Cardoso Silva","0","0","Exterior"
"00017222","Pedro Ribeiro Barbosa","MG ","PATOS DE MINAS ","SU"
"00017232","Vitór Melo Azevedo","SP ","SERTAOZINHO ","SU"
"00017242","Nicolas Cunha Martins","MG ","PATOS DE MINAS ","SU"
"00017252","Vinícius Costa Cunha","0","0","Exterior"
"00017262","Diego Araujo Lima","SP ","SAO PAULO ","SU"
"00017272","Amanda Almeida Dias","0","0","Exterior"
"00017282","Erick Araujo Rodrigues","CE ","SOBRAL ","NE"
"00017292","Bruno Rocha Almeida","PE ","PETROLINA ","NE"
"00017302","Marina Martins Barros","0","0","Exterior"
"00017322","Rafael Dias Almeida","RJ ","Rio de Janeiro ","SU"
"00017332","Tomás Goncalves Azevedo","0","0","Exterior"
"00017342","Carolina Almeida Castro","BA ","SALVADOR ","NE"
"00017352","André Carvalho Cunha","0","0","Exterior"
"00017362","Paulo Cardoso Martins","PR ","Londrina ","SU"
"00017372","Rebeca Azevedo Araujo","SP ","SAO PAULO ","SU"
"00017382","Daniel Correia Melo","SP ","ORLANDIA ","SU"
"00017392","Raissa Carvalho Souza","PE ","RECIFE ","NE"
"00017402","Rodrigo Silva Almeida","MG ","MONTES CLAROS ","SU"
"00017412","Victor Fernandes Alves","0","0","Exterior"
"00017422","Clara Carvalho Souza","0","0","Exterior"
"00017432","Marisa Sousa Cardoso","AL ","MACEIO ","NE"
"00017442","Sofia Lima Costa","AL ","MACEIO ","NE"
"00017452","Lara Fernandes Correia","RJ ","PETROPOLIS ","SU"
"00017462","Miguel Dias Ferreira","0","0","Exterior"
"00017472","Pedro Araujo Barros","SP ","JUNDIAI ","SU"
"00017482","Julia Lima Dias","0","0","Exterior"
"00017492","Gabriela Carvalho Lima","0","0","Exterior"
"00017502","Fábio Barros Alves","CE ","Sobral ","NE"
"00017512","Tiago Cavalcanti Martins","0","0","Exterior"
"00017522","Mateus Souza Rocha","RN ","NATAL ","NE"
"00017532","Yasmin Almeida Cunha","BA ","SALVADOR ","NE"
"00017542","Bianca Castro Ribeiro","0","0","Exterior"
"00017552","Tânia Fernandes Rodrigues","MG ","GOVERNADOR VALADARES ","SU"
"00017562","Otávio Ferreira Correia","0","0","Exterior"
"00017572","André Barros Carvalho","0","0","Exterior"
"00017582","Isabella Cavalcanti Souza","0","0","Exterior"
"00017592","Giovana Barros Goncalves","0","0","Exterior"
"00017602","Giovanna Cunha Melo","CE ","FORTALEZA ","NE"
"00017612","Mariana Souza Santos","SP ","SOROCABA ","SU"
"00017622","Matilde Dias Cardoso","SP ","MOGI-MIRIM ","SU"
"00017632","Felipe Cavalcanti Melo","0","0","Exterior"
"00017642","Diego Cavalcanti Almeida","SP ","RIBEIRAO PRETO ","SU"
"00017652","Luana Silva Martins","0","0","Exterior"
"00017662","Eduarda Pereira Oliveira","MG ","POCOS DE CALDAS ","SU"
"00017672","Alice Correia Castro","MG ","JANUARIA ","SU"
"00017682","Paulo Martins Silva","SP ","SAO PAULO ","SU"
"00017692","Kauê Silva Gomes","GO ","GOIANIA ","SU"
"00017702","Diogo Cunha Cavalcanti","MG ","UBERLANDIA ","SU"
"00017712","Renan Dias Silva","SP ","Jau ","SU"
"00017722","Gabriela Pinto Lima","RJ ","Volta Redonda ","SU"
"00017732","Eduarda Oliveira Cunha","AM ","MANAUS ","NO"
"00017742","Ágatha Melo Sousa","0","0","Exterior"
"00017752","Davi Rocha Lima","GO ","GOIANIA ","SU"
"00017762","Gabrielle Ferreira Lima","AM ","MANAUS ","NO"
"00017772","André Gomes Dias","0","0","Exterior"
"00017782","Enzo Martins Pereira","RJ ","Rio de Janeiro ","SU"
"00017802","Danilo Almeida Cavalcanti","0","0","Exterior"
"00017812","Raissa Correia Carvalho","BA ","SALVADOR ","NE"
"00017822","Anna Costa Souza","SP ","SAO PAULO ","SU"
"00017832","Emilly Santos Gomes","PI ","TERESINA ","NE"
"00017842","André Lima Oliveira","0","0","Exterior"
"00017852","Arthur Cavalcanti Ribeiro","MG ","TRES CORACOES ","SU"
"00017862","Julian Castro Rodrigues","PR ","LONDRINA ","SU"
"00017872","Julia Goncalves Silva","0","0","Exterior"
"00017882","Breno Pereira Sousa","0","0","Exterior"
"00017892","Kai Rocha Souza","RJ ","Itaperuna ","SU"
"00017902","Rebeca Dias Rodrigues","0","0","Exterior"
"00017912","Otávio Azevedo Alves","0","0","Exterior"
"00017932","Giovana Rodrigues Silva","0","0","Exterior"
"00017942","João Alves Martins","0","0","Exterior"
"00017952","Giovana Pinto Sousa","MG ","GOVERNADOR VALADARES ","SU"
"00017962","Kauã Cardoso Oliveira","0","0","Exterior"
"00017972","Rodrigo Silva Araujo","SP ","Sorocaba ","SU"
"00017982","Sophia Sousa Cavalcanti","0","0","Exterior"
"00017992","Gabriela Barros Santos","SP ","SANTOS ","SU"
"00018002","Camila Carvalho Cardoso","SP ","Sao Paulo ","SU"
"00018012","Lara Pinto Barros","MG ","POCOS DE CALDAS ","SU"
"00018022","Beatriz Pereira Martins","0","0","Exterior"
"00018032","Breno Almeida Costa","0","0","Exterior"
"00018042","Vitória Barbosa Ferreira","BA ","SALVADOR ","NE"
"00018052","Marina Dias Goncalves","SP ","SAO JOAO DA BOA VISTA ","SU"
"00018062","Yasmin Costa Pinto","0","0","Exterior"
"00018072","Luís Rocha Dias","SP ","VOTORANTIM ","SU"
"00018082","Vitor Ferreira Souza","0","0","Exterior"
"00018092","Manuela Cardoso Costa","PE ","RECIFE ","NE"
"00018102","Carla Dias Cavalcanti","AC ","RIO BRANCO ","NO"
"00018112","Sofia Pereira Araujo","MG ","UBERABA ","SU"
"00018122","Gabrielly Barros Goncalves","MG ","UBERLANDIA ","SU"
"00018132","Gabrielle Ferreira Cavalcanti","PR ","MARINGA ","SU"
"00018142","Ágatha Carvalho Dias","SC ","Itajai ","SU"
"00018152","Mariana Lima Goncalves","ES ","GUARAPARI ","SU"
"00018162","Lara Melo Costa","0","0","Exterior"
"00018172","Livia Souza Martins","0","0","Exterior"
"00018182","Guilherme Souza Silva","MG ","SETE LAGOAS ","SU"
"00018192","Paulo Cunha Almeida","0","0","Exterior"
"00018202","Amanda Almeida Santos","SP ","SAO PAULO ","SU"
"00018212","Julian Correia Ribeiro","PR ","PATO BRANCO ","SU"
"00018222","Júlio Azevedo Sousa","0","0","Exterior"
"00018232","Luis Fernandes Oliveira","0","0","Exterior"
"00018242","Nicolash Dias Melo","SP ","SAO PAULO ","SU"
"00018252","Rebeca Melo Cunha","0","0","Exterior"
"00018262","Ryan Dias Rocha","0","0","Exterior"
"00018272","Igor Souza Gomes","0","0","Exterior"
"00018282","Breno Lima Martins","BA ","SALVADOR ","NE"
"00018292","Gabriela Carvalho Cardoso","SP ","TUPA ","SU"
"00018302","Brenda Sousa Costa","MA ","SAO LUIS ","NE"
"00018312","Carlos Santos Melo","0","0","Exterior"
"00018322","Eduarda Lima Carvalho","MG ","JUIZ DE FORA ","SU"
"00018332","Rafaela Pereira Azevedo","SP ","TATUI ","SU"
"00018342","Estevan Dias Cardoso","RJ ","RIO DE JANEIRO ","SU"
"00018352","Sarah Lima Rodrigues","0","0","Exterior"
"00018362","Marcos Pinto Goncalves","0","0","Exterior"
"00018382","Julia Lima Azevedo","SP ","SAO PAULO ","SU"
"00018392","Emily Cardoso Goncalves","0","0","Exterior"
"00018402","Isabela Carvalho Rodrigues","MG ","UBERLANDIA ","SU"
"00018412","Amanda Carvalho Rocha","RJ ","RESENDE ","SU"
"00018422","Gustavo Cunha Rodrigues","RJ ","RIO DE JANEIRO ","SU"
"00018432","Marcos Alves Araujo","BA ","VALENCA ","NE"
"00018442","Ágatha Sousa Souza","SP ","Santo Andre ","SU"
"00018452","Rebeca Barbosa Araujo","0","0","Exterior"
"00018462","Rafael Rodrigues Ribeiro","PR ","Toledo ","SU"
"00018472","Lara Carvalho Correia","RJ ","RIO DE JANEIRO ","SU"
"00018482","Vitoria Cardoso Pereira","RJ ","RIO DE JANEIRO ","SU"
"00018492","Laura Correia Azevedo","0","0","Exterior"
"00018502","Carolina Alves Cavalcanti","0","0","Exterior"
"00018512","Julia Fernandes Sousa","MG ","VARGINHA ","SU"
"00018522","Samuel Dias Lima","SP ","SAO JOSE DO RIO PRETO ","SU"
"00018532","Júlio Oliveira Pinto","ES ","VITORIA ","SU"
"00018542","Daniel Silva Castro","0","0","Exterior"
"00018552","Julian Barros Sousa","RJ ","SAO GONCALO ","SU"
"00018562","Julian Lima Martins","0","0","Exterior"
"00018572","Rafaela Rodrigues Azevedo","0","0","Exterior"
